"cause","cause.sub","icd"
"M201","NA",10
"M204","NA",10
"M213","NA",10
"M214","NA",10
"M216","NA",10
"M218","NA",10
"M219","NA",10
"M233","NA",10
"M239","NA",10
"M243","NA",10
"M244","NA",10
"M245","NA",10
"M246","NA",10
"M248","NA",10
"M250","NA",10
"M251","NA",10
"M253","NA",10
"M254","NA",10
"M255","NA",10
"M256","NA",10
"M257","NA",10
"M258","NA",10
"M259","NA",10
"M300","NA",10
"M301","NA",10
"M302","NA",10
"M303","NA",10
"M308","NA",10
"M310","NA",10
"M311","NA",10
"M312","NA",10
"M313","NA",10
"M314","NA",10
"M316","NA",10
"M317","NA",10
"M318","NA",10
"M319","NA",10
"M320","NA",10
"M321","NA",10
"M328","NA",10
"M329","NA",10
"M330","NA",10
"M331","NA",10
"M332","NA",10
"M339","NA",10
"M340","NA",10
"M341","NA",10
"M348","NA",10
"M349","NA",10
"M350","NA",10
"M351","NA",10
"M352","NA",10
"M353","NA",10
"M355","NA",10
"M356","NA",10
"M357","NA",10
"M358","NA",10
"M359","NA",10
"M400","NA",10
"M401","NA",10
"M402","NA",10
"M404","NA",10
"M405","NA",10
"M411","NA",10
"M412","NA",10
"M413","NA",10
"M414","NA",10
"M415","NA",10
"M418","NA",10
"M419","NA",10
"M420","NA",10
"M429","NA",10
"M430","NA",10
"M431","NA",10
"M432","NA",10
"M434","NA",10
"M435","NA",10
"M436","NA",10
"M438","NA",10
"M439","NA",10
"M450","NA",10
"M460","NA",10
"M461","NA",10
"M462","NA",10
"M463","NA",10
"M464","NA",10
"M465","NA",10
"M468","NA",10
"M469","NA",10
"M471","NA",10
"M472","NA",10
"M478","NA",10
"M479","NA",10
"M480","NA",10
"M481","NA",10
"M482","NA",10
"M483","NA",10
"M484","NA",10
"M485","NA",10
"M488","NA",10
"M489","NA",10
"M500","NA",10
"M501","NA",10
"M502","NA",10
"M503","NA",10
"M508","NA",10
"M509","NA",10
"M510","NA",10
"M511","NA",10
"M512","NA",10
"M513","NA",10
"M518","NA",10
"M519","NA",10
"M531","NA",10
"M532","NA",10
"M533","NA",10
"M538","NA",10
"M539","NA",10
"M541","NA",10
"M542","NA",10
"M543","NA",10
"M545","NA",10
"M546","NA",10
"M548","NA",10
"M549","NA",10
"M600","NA",10
"M601","NA",10
"M602","NA",10
"M608","NA",10
"M609","NA",10
"M611","NA",10
"M615","NA",10
"M619","NA",10
"M620","NA",10
"M621","NA",10
"M622","NA",10
"M623","NA",10
"M624","NA",10
"M625","NA",10
"M626","NA",10
"M628","NA",10
"M629","NA",10
"M650","NA",10
"M651","NA",10
"M652","NA",10
"M658","NA",10
"M659","NA",10
"M664","NA",10
"M665","NA",10
"M674","NA",10
"M678","NA",10
"M679","NA",10
"M702","NA",10
"M703","NA",10
"M704","NA",10
"M705","NA",10
"M706","NA",10
"M707","NA",10
"M710","NA",10
"M711","NA",10
"M712","NA",10
"M715","NA",10
"M719","NA",10
"M720","NA",10
"M722","NA",10
"M724","NA",10
"M725","NA",10
"M726","NA",10
"M728","NA",10
"M729","NA",10
"M750","NA",10
"M751","NA",10
"M755","NA",10
"M758","NA",10
"M766","NA",10
"M774","NA",10
"M779","NA",10
"M790","NA",10
"M791","NA",10
"M792","NA",10
"M793","NA",10
"M796","NA",10
"M797","NA",10
"M798","NA",10
"M799","NA",10
"M800","NA",10
"M802","NA",10
"M803","NA",10
"M804","NA",10
"M805","NA",10
"M808","NA",10
"M809","NA",10
"M810","NA",10
"M813","NA",10
"M814","NA",10
"M815","NA",10
"M816","NA",10
"M818","NA",10
"M819","NA",10
"M831","NA",10
"M833","NA",10
"M834","NA",10
"M838","NA",10
"M839","NA",10
"M840","NA",10
"M841","NA",10
"M843","NA",10
"M844","NA",10
"M848","NA",10
"M849","NA",10
"M850","NA",10
"M851","NA",10
"M852","NA",10
"M855","NA",10
"M856","NA",10
"M858","NA",10
"M859","NA",10
"M860","NA",10
"M861","NA",10
"M862","NA",10
"M863","NA",10
"M864","NA",10
"M865","NA",10
"M866","NA",10
"M868","NA",10
"M869","NA",10
"M870","NA",10
"M871","NA",10
"M872","NA",10
"M873","NA",10
"M878","NA",10
"M879","NA",10
"M880","NA",10
"M888","NA",10
"M889","NA",10
"M890","NA",10
"M893","NA",10
"M894","NA",10
"M895","NA",10
"M896","NA",10
"M898","NA",10
"M899","NA",10
"M910","NA",10
"M911","NA",10
"M918","NA",10
"M919","NA",10
"M920","NA",10
"M921","NA",10
"M924","NA",10
"M925","NA",10
"M927","NA",10
"M928","NA",10
"M939","NA",10
"M940","NA",10
"M941","NA",10
"M942","NA",10
"M943","NA",10
"M948","NA",10
"M949","NA",10
"M953","NA",10
"M954","NA",10
"M955","NA",10
"M959","NA",10
"M995","NA",10
"N700","NA",10
"N701","NA",10
"N709","NA",10
"N710","NA",10
"N711","NA",10
"N719","NA",10
"N720","NA",10
"N730","NA",10
"N731","NA",10
"N732","NA",10
"N735","NA",10
"N736","NA",10
"N738","NA",10
"N739","NA",10
"Q000","NA",10
"Q001","NA",10
"Q002","NA",10
"Q010","NA",10
"Q011","NA",10
"Q012","NA",10
"Q018","NA",10
"Q019","NA",10
"Q020","NA",10
"Q030","NA",10
"Q031","NA",10
"Q038","NA",10
"Q039","NA",10
"Q040","NA",10
"Q041","NA",10
"Q042","NA",10
"Q043","NA",10
"Q044","NA",10
"Q045","NA",10
"Q046","NA",10
"Q048","NA",10
"Q049","NA",10
"Q050","NA",10
"Q051","NA",10
"Q052","NA",10
"Q054","NA",10
"Q055","NA",10
"Q056","NA",10
"Q057","NA",10
"Q058","NA",10
"Q059","NA",10
"Q060","NA",10
"Q061","NA",10
"Q062","NA",10
"Q064","NA",10
"Q068","NA",10
"Q069","NA",10
"Q070","NA",10
"Q078","NA",10
"Q079","NA",10
"Q103","NA",10
"Q111","NA",10
"Q112","NA",10
"Q130","NA",10
"Q131","NA",10
"Q134","NA",10
"Q138","NA",10
"Q142","NA",10
"Q148","NA",10
"Q150","NA",10
"Q158","NA",10
"Q159","NA",10
"Q161","NA",10
"Q180","NA",10
"Q182","NA",10
"Q183","NA",10
"Q184","NA",10
"Q185","NA",10
"Q188","NA",10
"Q189","NA",10
"Q200","NA",10
"Q201","NA",10
"Q202","NA",10
"Q203","NA",10
"Q204","NA",10
"Q205","NA",10
"Q206","NA",10
"Q208","NA",10
"Q209","NA",10
"Q210","NA",10
"Q211","NA",10
"Q212","NA",10
"Q213","NA",10
"Q214","NA",10
"Q218","NA",10
"Q219","NA",10
"Q220","NA",10
"Q221","NA",10
"Q222","NA",10
"Q223","NA",10
"Q224","NA",10
"Q225","NA",10
"Q226","NA",10
"Q228","NA",10
"Q229","NA",10
"Q230","NA",10
"Q231","NA",10
"Q232","NA",10
"Q233","NA",10
"Q234","NA",10
"Q238","NA",10
"Q239","NA",10
"Q240","NA",10
"Q241","NA",10
"Q242","NA",10
"Q243","NA",10
"Q244","NA",10
"Q245","NA",10
"Q246","NA",10
"Q248","NA",10
"Q249","NA",10
"Q250","NA",10
"Q251","NA",10
"Q252","NA",10
"Q253","NA",10
"Q254","NA",10
"Q255","NA",10
"Q256","NA",10
"Q257","NA",10
"Q258","NA",10
"Q259","NA",10
"Q262","NA",10
"Q263","NA",10
"Q264","NA",10
"Q265","NA",10
"Q266","NA",10
"Q268","NA",10
"Q269","NA",10
"Q270","NA",10
"Q271","NA",10
"Q272","NA",10
"Q273","NA",10
"Q274","NA",10
"Q278","NA",10
"Q279","NA",10
"Q280","NA",10
"Q281","NA",10
"Q282","NA",10
"Q283","NA",10
"Q288","NA",10
"Q289","NA",10
"Q300","NA",10
"Q301","NA",10
"Q308","NA",10
"Q309","NA",10
"Q310","NA",10
"Q311","NA",10
"Q312","NA",10
"Q313","NA",10
"Q314","NA",10
"Q315","NA",10
"Q318","NA",10
"Q319","NA",10
"Q320","NA",10
"Q321","NA",10
"Q322","NA",10
"Q323","NA",10
"Q324","NA",10
"Q330","NA",10
"Q332","NA",10
"Q333","NA",10
"Q334","NA",10
"Q336","NA",10
"Q338","NA",10
"Q339","NA",10
"Q340","NA",10
"Q341","NA",10
"Q348","NA",10
"Q349","NA",10
"Q351","NA",10
"Q353","NA",10
"Q359","NA",10
"Q369","NA",10
"Q378","NA",10
"Q379","NA",10
"Q382","NA",10
"Q383","NA",10
"Q385","NA",10
"Q386","NA",10
"Q387","NA",10
"Q388","NA",10
"Q390","NA",10
"Q391","NA",10
"Q392","NA",10
"Q393","NA",10
"Q394","NA",10
"Q395","NA",10
"Q396","NA",10
"Q398","NA",10
"Q399","NA",10
"Q400","NA",10
"Q401","NA",10
"Q402","NA",10
"Q403","NA",10
"Q408","NA",10
"Q409","NA",10
"Q410","NA",10
"Q411","NA",10
"Q412","NA",10
"Q418","NA",10
"Q419","NA",10
"Q421","NA",10
"Q422","NA",10
"Q423","NA",10
"Q428","NA",10
"Q429","NA",10
"Q430","NA",10
"Q431","NA",10
"Q432","NA",10
"Q433","NA",10
"Q434","NA",10
"Q435","NA",10
"Q437","NA",10
"Q438","NA",10
"Q439","NA",10
"Q440","NA",10
"Q441","NA",10
"Q442","NA",10
"Q443","NA",10
"Q444","NA",10
"Q445","NA",10
"Q446","NA",10
"Q447","NA",10
"Q450","NA",10
"Q451","NA",10
"Q453","NA",10
"Q458","NA",10
"Q459","NA",10
"Q502","NA",10
"Q505","NA",10
"Q506","NA",10
"Q510","NA",10
"Q512","NA",10
"Q513","NA",10
"Q514","NA",10
"Q518","NA",10
"Q519","NA",10
"Q524","NA",10
"Q527","NA",10
"Q528","NA",10
"Q529","NA",10
"Q532","NA",10
"Q539","NA",10
"Q549","NA",10
"Q554","NA",10
"Q555","NA",10
"Q558","NA",10
"Q559","NA",10
"Q562","NA",10
"Q564","NA",10
"Q600","NA",10
"Q601","NA",10
"Q602","NA",10
"Q603","NA",10
"Q604","NA",10
"Q605","NA",10
"Q606","NA",10
"Q610","NA",10
"Q611","NA",10
"Q612","NA",10
"Q613","NA",10
"Q614","NA",10
"Q615","NA",10
"Q618","NA",10
"Q619","NA",10
"Q620","NA",10
"Q621","NA",10
"Q623","NA",10
"Q624","NA",10
"Q625","NA",10
"Q626","NA",10
"Q627","NA",10
"Q628","NA",10
"Q631","NA",10
"Q632","NA",10
"Q633","NA",10
"Q638","NA",10
"Q639","NA",10
"Q641","NA",10
"Q642","NA",10
"Q643","NA",10
"Q644","NA",10
"Q645","NA",10
"Q646","NA",10
"Q647","NA",10
"Q648","NA",10
"Q649","NA",10
"Q651","NA",10
"Q652","NA",10
"Q654","NA",10
"Q658","NA",10
"Q659","NA",10
"Q660","NA",10
"Q661","NA",10
"Q663","NA",10
"Q668","NA",10
"Q671","NA",10
"Q672","NA",10
"Q673","NA",10
"Q674","NA",10
"Q675","NA",10
"Q676","NA",10
"Q677","NA",10
"Q678","NA",10
"Q688","NA",10
"Q699","NA",10
"Q703","NA",10
"Q709","NA",10
"Q713","NA",10
"Q718","NA",10
"Q719","NA",10
"Q722","NA",10
"Q724","NA",10
"Q728","NA",10
"Q729","NA",10
"Q730","NA",10
"Q731","NA",10
"Q738","NA",10
"Q740","NA",10
"Q741","NA",10
"Q742","NA",10
"Q743","NA",10
"Q748","NA",10
"Q749","NA",10
"Q750","NA",10
"Q751","NA",10
"Q753","NA",10
"Q754","NA",10
"Q758","NA",10
"Q759","NA",10
"Q760","NA",10
"Q761","NA",10
"Q762","NA",10
"Q764","NA",10
"Q766","NA",10
"Q767","NA",10
"Q768","NA",10
"Q769","NA",10
"Q770","NA",10
"Q771","NA",10
"Q772","NA",10
"Q773","NA",10
"Q774","NA",10
"Q775","NA",10
"Q776","NA",10
"Q777","NA",10
"Q778","NA",10
"Q779","NA",10
"Q780","NA",10
"Q781","NA",10
"Q782","NA",10
"Q783","NA",10
"Q784","NA",10
"Q785","NA",10
"Q786","NA",10
"Q788","NA",10
"Q789","NA",10
"Q790","NA",10
"Q791","NA",10
"Q792","NA",10
"Q793","NA",10
"Q794","NA",10
"Q795","NA",10
"Q796","NA",10
"Q798","NA",10
"Q799","NA",10
"Q800","NA",10
"Q802","NA",10
"Q803","NA",10
"Q804","NA",10
"Q808","NA",10
"Q809","NA",10
"Q810","NA",10
"Q811","NA",10
"Q812","NA",10
"Q818","NA",10
"Q819","NA",10
"Q820","NA",10
"Q821","NA",10
"Q822","NA",10
"Q823","NA",10
"Q824","NA",10
"Q825","NA",10
"Q828","NA",10
"Q829","NA",10
"Q833","NA",10
"Q839","NA",10
"Q840","NA",10
"Q842","NA",10
"Q848","NA",10
"Q850","NA",10
"Q851","NA",10
"Q858","NA",10
"Q859","NA",10
"Q860","NA",10
"Q861","NA",10
"Q862","NA",10
"Q868","NA",10
"Q870","NA",10
"Q871","NA",10
"Q872","NA",10
"Q873","NA",10
"Q874","NA",10
"Q878","NA",10
"Q890","NA",10
"Q891","NA",10
"Q892","NA",10
"Q893","NA",10
"Q894","NA",10
"Q897","NA",10
"Q898","NA",10
"Q899","NA",10
"Q901","NA",10
"Q902","NA",10
"Q909","NA",10
"Q911","NA",10
"Q912","NA",10
"Q913","NA",10
"Q914","NA",10
"Q915","NA",10
"Q916","NA",10
"Q917","NA",10
"Q921","NA",10
"Q923","NA",10
"Q925","NA",10
"Q927","NA",10
"Q928","NA",10
"Q929","NA",10
"Q930","NA",10
"Q931","NA",10
"Q932","NA",10
"Q933","NA",10
"Q934","NA",10
"Q935","NA",10
"Q936","NA",10
"Q937","NA",10
"Q938","NA",10
"Q939","NA",10
"Q950","NA",10
"Q951","NA",10
"Q955","NA",10
"Q959","NA",10
"Q960","NA",10
"Q962","NA",10
"Q968","NA",10
"Q969","NA",10
"Q970","NA",10
"Q971","NA",10
"Q978","NA",10
"Q979","NA",10
"Q980","NA",10
"Q981","NA",10
"Q982","NA",10
"Q984","NA",10
"Q985","NA",10
"Q987","NA",10
"Q988","NA",10
"Q989","NA",10
"Q991","NA",10
"Q992","NA",10
"Q998","NA",10
"Q999","NA",10
"R000","NA",10
"R001","NA",10
"R002","NA",10
"R008","NA",10
"R011","NA",10
"R020","NA",10
"R040","NA",10
"R041","NA",10
"R042","NA",10
"R048","NA",10
"R049","NA",10
"R050","NA",10
"R060","NA",10
"R061","NA",10
"R062","NA",10
"R064","NA",10
"R065","NA",10
"R066","NA",10
"R068","NA",10
"R070","NA",10
"R072","NA",10
"R073","NA",10
"R074","NA",10
"R090","NA",10
"R091","NA",10
"R092","NA",10
"R098","NA",10
"R100","NA",10
"R101","NA",10
"R102","NA",10
"R103","NA",10
"R104","NA",10
"R110","NA",10
"R130","NA",10
"R140","NA",10
"R160","NA",10
"R161","NA",10
"R162","NA",10
"R170","NA",10
"R180","NA",10
"R190","NA",10
"R192","NA",10
"R198","NA",10
"R200","NA",10
"R210","NA",10
"R220","NA",10
"R221","NA",10
"R222","NA",10
"R223","NA",10
"R224","NA",10
"R229","NA",10
"R230","NA",10
"R233","NA",10
"R234","NA",10
"R238","NA",10
"R251","NA",10
"R252","NA",10
"R258","NA",10
"R263","NA",10
"R268","NA",10
"R270","NA",10
"R278","NA",10
"R290","NA",10
"R291","NA",10
"R298","NA",10
"R300","NA",10
"R310","NA",10
"R320","NA",10
"R330","NA",10
"R340","NA",10
"R391","NA",10
"R398","NA",10
"R400","NA",10
"R401","NA",10
"R402","NA",10
"R410","NA",10
"R413","NA",10
"R418","NA",10
"R420","NA",10
"R432","NA",10
"R441","NA",10
"R450","NA",10
"R451","NA",10
"R453","NA",10
"R456","NA",10
"R458","NA",10
"R461","NA",10
"R468","NA",10
"R470","NA",10
"R471","NA",10
"R482","NA",10
"R488","NA",10
"R490","NA",10
"R508","NA",10
"R509","NA",10
"R510","NA",10
"R520","NA",10
"R522","NA",10
"R529","NA",10
"R530","NA",10
"R540","NA",10
"R550","NA",10
"R560","NA",10
"R568","NA",10
"R570","NA",10
"R571","NA",10
"R578","NA",10
"R579","NA",10
"R580","NA",10
"R590","NA",10
"R591","NA",10
"R599","NA",10
"R600","NA",10
"R601","NA",10
"R609","NA",10
"R619","NA",10
"R628","NA",10
"R629","NA",10
"R630","NA",10
"R631","NA",10
"R632","NA",10
"R633","NA",10
"R634","NA",10
"R636","NA",10
"R638","NA",10
"R640","NA",10
"R680","NA",10
"R688","NA",10
"R701","NA",10
"R710","NA",10
"R720","NA",10
"R730","NA",10
"R739","NA",10
"R740","NA",10
"R748","NA",10
"R749","NA",10
"R750","NA",10
"R768","NA",10
"R779","NA",10
"R780","NA",10
"R781","NA",10
"R782","NA",10
"R783","NA",10
"R784","NA",10
"R788","NA",10
"R798","NA",10
"R800","NA",10
"R823","NA",10
"R825","NA",10
"R849","NA",10
"R892","NA",10
"R897","NA",10
"R900","NA",10
"R908","NA",10
"R910","NA",10
"R935","NA",10
"R940","NA",10
"R942","NA",10
"R943","NA",10
"R945","NA",10
"R950","NA",10
"R960","NA",10
"R961","NA",10
"R980","NA",10
"R990","NA",10
"U011","NA",10
"U012","NA",10
"U014","NA",10
"X300","NA",10
"X310","NA",10
"2900","Neuropsychiatric disorders",9
"2901","Neuropsychiatric disorders",9
"2902","Neuropsychiatric disorders",9
"2903","Neuropsychiatric disorders",9
"2904","Neuropsychiatric disorders",9
"2908","Neuropsychiatric disorders",9
"2909","Neuropsychiatric disorders",9
"2920","Neuropsychiatric disorders",9
"2928","Neuropsychiatric disorders",9
"2929","Neuropsychiatric disorders",9
"2930","Neuropsychiatric disorders",9
"2931","Neuropsychiatric disorders",9
"2938","Neuropsychiatric disorders",9
"2939","Neuropsychiatric disorders",9
"2940","Neuropsychiatric disorders",9
"2948","Neuropsychiatric disorders",9
"2949","Neuropsychiatric disorders",9
"2950","Neuropsychiatric disorders",9
"2951","Neuropsychiatric disorders",9
"2952","Neuropsychiatric disorders",9
"2953","Neuropsychiatric disorders",9
"2954","Neuropsychiatric disorders",9
"2956","Neuropsychiatric disorders",9
"2957","Neuropsychiatric disorders",9
"2958","Neuropsychiatric disorders",9
"2959","Neuropsychiatric disorders",9
"2960","Neuropsychiatric disorders",9
"2961","Neuropsychiatric disorders",9
"2962","Neuropsychiatric disorders",9
"2963","Neuropsychiatric disorders",9
"2964","Neuropsychiatric disorders",9
"2965","Neuropsychiatric disorders",9
"2966","Neuropsychiatric disorders",9
"2968","Neuropsychiatric disorders",9
"2969","Neuropsychiatric disorders",9
"2970","Neuropsychiatric disorders",9
"2971","Neuropsychiatric disorders",9
"2972","Neuropsychiatric disorders",9
"2973","Neuropsychiatric disorders",9
"2978","Neuropsychiatric disorders",9
"2979","Neuropsychiatric disorders",9
"2980","Neuropsychiatric disorders",9
"2981","Neuropsychiatric disorders",9
"2982","Neuropsychiatric disorders",9
"2983","Neuropsychiatric disorders",9
"2984","Neuropsychiatric disorders",9
"2988","Neuropsychiatric disorders",9
"2989","Neuropsychiatric disorders",9
"2990","Neuropsychiatric disorders",9
"2991","Neuropsychiatric disorders",9
"2999","Neuropsychiatric disorders",9
"3000","Neuropsychiatric disorders",9
"3001","Neuropsychiatric disorders",9
"3002","Neuropsychiatric disorders",9
"3003","Neuropsychiatric disorders",9
"3004","Neuropsychiatric disorders",9
"3005","Neuropsychiatric disorders",9
"3006","Neuropsychiatric disorders",9
"3008","Neuropsychiatric disorders",9
"3009","Neuropsychiatric disorders",9
"3010","Neuropsychiatric disorders",9
"3012","Neuropsychiatric disorders",9
"3013","Neuropsychiatric disorders",9
"3014","Neuropsychiatric disorders",9
"3015","Neuropsychiatric disorders",9
"3016","Neuropsychiatric disorders",9
"3017","Neuropsychiatric disorders",9
"3018","Neuropsychiatric disorders",9
"3019","Neuropsychiatric disorders",9
"3020","Neuropsychiatric disorders",9
"3021","Neuropsychiatric disorders",9
"3025","Neuropsychiatric disorders",9
"3027","Neuropsychiatric disorders",9
"3028","Neuropsychiatric disorders",9
"3029","Neuropsychiatric disorders",9
"3051","Neuropsychiatric disorders",9
"3060","Neuropsychiatric disorders",9
"3061","Neuropsychiatric disorders",9
"3062","Neuropsychiatric disorders",9
"3064","Neuropsychiatric disorders",9
"3069","Neuropsychiatric disorders",9
"3071","Neuropsychiatric disorders",9
"3072","Neuropsychiatric disorders",9
"3074","Neuropsychiatric disorders",9
"3075","Neuropsychiatric disorders",9
"3078","Neuropsychiatric disorders",9
"3079","Neuropsychiatric disorders",9
"3080","Neuropsychiatric disorders",9
"3081","Neuropsychiatric disorders",9
"3083","Neuropsychiatric disorders",9
"3084","Neuropsychiatric disorders",9
"3089","Neuropsychiatric disorders",9
"3090","Neuropsychiatric disorders",9
"3092","Neuropsychiatric disorders",9
"3093","Neuropsychiatric disorders",9
"3099","Neuropsychiatric disorders",9
"3100","Neuropsychiatric disorders",9
"3101","Neuropsychiatric disorders",9
"3102","Neuropsychiatric disorders",9
"3108","Neuropsychiatric disorders",9
"3109","Neuropsychiatric disorders",9
"3110","Neuropsychiatric disorders",9
"3121","Neuropsychiatric disorders",9
"3128","Neuropsychiatric disorders",9
"3129","Neuropsychiatric disorders",9
"3130","Neuropsychiatric disorders",9
"3139","Neuropsychiatric disorders",9
"3140","Neuropsychiatric disorders",9
"3148","Neuropsychiatric disorders",9
"3149","Neuropsychiatric disorders",9
"3154","Neuropsychiatric disorders",9
"3158","Neuropsychiatric disorders",9
"3159","Neuropsychiatric disorders",9
"3160","Neuropsychiatric disorders",9
"3170","Neuropsychiatric disorders",9
"3180","Neuropsychiatric disorders",9
"3181","Neuropsychiatric disorders",9
"3182","Neuropsychiatric disorders",9
"3190","Neuropsychiatric disorders",9
"3240","Neuropsychiatric disorders",9
"3241","Neuropsychiatric disorders",9
"3249","Neuropsychiatric disorders",9
"3250","Neuropsychiatric disorders",9
"3260","Neuropsychiatric disorders",9
"3300","Neuropsychiatric disorders",9
"3301","Neuropsychiatric disorders",9
"3308","Neuropsychiatric disorders",9
"3309","Neuropsychiatric disorders",9
"3310","Neuropsychiatric disorders",9
"3311","Neuropsychiatric disorders",9
"3312","Neuropsychiatric disorders",9
"3313","Neuropsychiatric disorders",9
"3314","Neuropsychiatric disorders",9
"3318","Neuropsychiatric disorders",9
"3319","Neuropsychiatric disorders",9
"3320","Neuropsychiatric disorders",9
"3321","Neuropsychiatric disorders",9
"3330","Neuropsychiatric disorders",9
"3331","Neuropsychiatric disorders",9
"3332","Neuropsychiatric disorders",9
"3334","Neuropsychiatric disorders",9
"3335","Neuropsychiatric disorders",9
"3336","Neuropsychiatric disorders",9
"3337","Neuropsychiatric disorders",9
"3338","Neuropsychiatric disorders",9
"3339","Neuropsychiatric disorders",9
"3340","Neuropsychiatric disorders",9
"3341","Neuropsychiatric disorders",9
"3342","Neuropsychiatric disorders",9
"3343","Neuropsychiatric disorders",9
"3348","Neuropsychiatric disorders",9
"3349","Neuropsychiatric disorders",9
"3350","Neuropsychiatric disorders",9
"3351","Neuropsychiatric disorders",9
"3352","Neuropsychiatric disorders",9
"3358","Neuropsychiatric disorders",9
"3359","Neuropsychiatric disorders",9
"3360","Neuropsychiatric disorders",9
"3361","Neuropsychiatric disorders",9
"3368","Neuropsychiatric disorders",9
"3369","Neuropsychiatric disorders",9
"3370","Neuropsychiatric disorders",9
"3379","Neuropsychiatric disorders",9
"3400","Neuropsychiatric disorders",9
"3410","Neuropsychiatric disorders",9
"3411","Neuropsychiatric disorders",9
"3418","Neuropsychiatric disorders",9
"3419","Neuropsychiatric disorders",9
"3420","Neuropsychiatric disorders",9
"3421","Neuropsychiatric disorders",9
"3429","Neuropsychiatric disorders",9
"3430","Neuropsychiatric disorders",9
"3431","Neuropsychiatric disorders",9
"3432","Neuropsychiatric disorders",9
"3433","Neuropsychiatric disorders",9
"3434","Neuropsychiatric disorders",9
"3438","Neuropsychiatric disorders",9
"3439","Neuropsychiatric disorders",9
"3440","Neuropsychiatric disorders",9
"3441","Neuropsychiatric disorders",9
"3442","Neuropsychiatric disorders",9
"3443","Neuropsychiatric disorders",9
"3444","Neuropsychiatric disorders",9
"3445","Neuropsychiatric disorders",9
"3446","Neuropsychiatric disorders",9
"3448","Neuropsychiatric disorders",9
"3449","Neuropsychiatric disorders",9
"3450","Neuropsychiatric disorders",9
"3451","Neuropsychiatric disorders",9
"3452","Neuropsychiatric disorders",9
"3453","Neuropsychiatric disorders",9
"3454","Neuropsychiatric disorders",9
"3455","Neuropsychiatric disorders",9
"3456","Neuropsychiatric disorders",9
"3457","Neuropsychiatric disorders",9
"3458","Neuropsychiatric disorders",9
"3459","Neuropsychiatric disorders",9
"3460","Neuropsychiatric disorders",9
"3461","Neuropsychiatric disorders",9
"3462","Neuropsychiatric disorders",9
"3468","Neuropsychiatric disorders",9
"3469","Neuropsychiatric disorders",9
"3470","Neuropsychiatric disorders",9
"3480","Neuropsychiatric disorders",9
"3481","Neuropsychiatric disorders",9
"3482","Neuropsychiatric disorders",9
"3483","Neuropsychiatric disorders",9
"3484","Neuropsychiatric disorders",9
"3485","Neuropsychiatric disorders",9
"3488","Neuropsychiatric disorders",9
"3489","Neuropsychiatric disorders",9
"3490","Neuropsychiatric disorders",9
"3491","Neuropsychiatric disorders",9
"3492","Neuropsychiatric disorders",9
"3498","Neuropsychiatric disorders",9
"3499","Neuropsychiatric disorders",9
"3501","Neuropsychiatric disorders",9
"3508","Neuropsychiatric disorders",9
"3509","Neuropsychiatric disorders",9
"3510","Neuropsychiatric disorders",9
"3518","Neuropsychiatric disorders",9
"3519","Neuropsychiatric disorders",9
"3521","Neuropsychiatric disorders",9
"3522","Neuropsychiatric disorders",9
"3523","Neuropsychiatric disorders",9
"3525","Neuropsychiatric disorders",9
"3526","Neuropsychiatric disorders",9
"3529","Neuropsychiatric disorders",9
"3530","Neuropsychiatric disorders",9
"3531","Neuropsychiatric disorders",9
"3532","Neuropsychiatric disorders",9
"3534","Neuropsychiatric disorders",9
"3538","Neuropsychiatric disorders",9
"3539","Neuropsychiatric disorders",9
"3540","Neuropsychiatric disorders",9
"3541","Neuropsychiatric disorders",9
"3542","Neuropsychiatric disorders",9
"3543","Neuropsychiatric disorders",9
"3545","Neuropsychiatric disorders",9
"3548","Neuropsychiatric disorders",9
"3549","Neuropsychiatric disorders",9
"3550","Neuropsychiatric disorders",9
"3551","Neuropsychiatric disorders",9
"3552","Neuropsychiatric disorders",9
"3553","Neuropsychiatric disorders",9
"3554","Neuropsychiatric disorders",9
"3557","Neuropsychiatric disorders",9
"3558","Neuropsychiatric disorders",9
"3559","Neuropsychiatric disorders",9
"3560","Neuropsychiatric disorders",9
"3561","Neuropsychiatric disorders",9
"3562","Neuropsychiatric disorders",9
"3563","Neuropsychiatric disorders",9
"3564","Neuropsychiatric disorders",9
"3568","Neuropsychiatric disorders",9
"3569","Neuropsychiatric disorders",9
"3570","Neuropsychiatric disorders",9
"3575","Neuropsychiatric disorders",9
"3576","Neuropsychiatric disorders",9
"3577","Neuropsychiatric disorders",9
"3578","Neuropsychiatric disorders",9
"3579","Neuropsychiatric disorders",9
"3580","Neuropsychiatric disorders",9
"3582","Neuropsychiatric disorders",9
"3588","Neuropsychiatric disorders",9
"3589","Neuropsychiatric disorders",9
"3590","Neuropsychiatric disorders",9
"3591","Neuropsychiatric disorders",9
"3592","Neuropsychiatric disorders",9
"3593","Neuropsychiatric disorders",9
"3594","Neuropsychiatric disorders",9
"3598","Neuropsychiatric disorders",9
"3599","Neuropsychiatric disorders",9
"F010","Neuropsychiatric disorders",10
"F011","Neuropsychiatric disorders",10
"F012","Neuropsychiatric disorders",10
"F013","Neuropsychiatric disorders",10
"F018","Neuropsychiatric disorders",10
"F019","Neuropsychiatric disorders",10
"F030","Neuropsychiatric disorders",10
"F040","Neuropsychiatric disorders",10
"F050","Neuropsychiatric disorders",10
"F051","Neuropsychiatric disorders",10
"F058","Neuropsychiatric disorders",10
"F059","Neuropsychiatric disorders",10
"F061","Neuropsychiatric disorders",10
